"word","eigen"
"comandante",1
"batallón",0.971017010826829
"brigada",0.924234975672813
"sé",0.88973912192234
"información",0.856015362181842
"pronto",0.795384759365972
"operaciones",0.795046456339438
"personas",0.774194615087894
"persona",0.755713432241492
"caso",0.751602318537001
"orden",0.748088465671057
"grupo",0.731679077797226
"acuerdo",0.725999779520039
"coronel",0.716547287210215
"conocimiento",0.683518613898255
"resultados",0.677671279576163
"operación",0.66934281295758
"gaula",0.658956955983343
"soldados",0.653973761811589
"teniente",0.653892996888505
