"word","cluster","eigen"
"audiencia","1","0.00220210182623501"
"queridos","1","0.00382541256517916"
"ejército","2","0.146685137050314"
"falsos","3","0.0218158900660856"
"humanidad","4","0.0197264617927169"
"magistrados","5","0.325975346332519"
"desapariciones","6","0.00536820796522052"
"fuerza","1","0.00215703908219153"
"desaparición","4","0.000204591014210593"
"batallón","7","0.00140682508723295"
"derechos","8","0.000591782013020578"
"asesinatos","6","0.0397284278251625"
"máximos","4","0.00103006871340188"
"operacionales","3","0.00357010558630873"
"perdón","2","0.173808275434391"
"persona","9","0.00605750927927413"
"mis","10","0.125702638524309"
"forzadas","6","0.000725474606025085"
"justicia","11","0.0300796411681039"
"máximo","6","0.000164540914013346"
"amado","12","0.000130864613943047"
"constituyen","4","0.0118629990521425"
"hijos","10","0.110084847048957"
"muñoz","7","7.25376585904345e-05"
"civil","1","0.00411679396429341"
"dios","2","0.0733354006332999"
"especial","7","0.141774881527618"
"antonio","7","0.000472344191881068"
"guillermo","13","0.000519896296214027"
"jacome","14","3.38216271178522e-06"
"javier","15","0.0157282264552463"
"oficiales","16","0.100845561756901"
"alexander","12","0.00123983657581523"
"carlos","13","0.00105826306794399"
"criminal","16","0.0309562798578819"
"fajardo","12","0.000539951860649834"
"frente","6","0.263374474438089"
"inocentes","17","0.0837536212107877"
"paula","18","0.00129246865784058"
"reconocer","19","0.100989656348726"
"asesinato","4","7.70240238242874e-05"
"coronel","12","0.00208288834156532"
"crímenes","4","0.0792785179425933"
"fuerzas","3","0.016841402692086"
"proceso","18","0.000130832864456689"
"carretero","1","0.000751245740497816"
"causado","19","0.0403990593565465"
"ejecuciones","6","8.49656404382449e-07"
"guerrero","12","0.000540152902916387"
"gutiérrez","13","0.00235117539200789"
"ah","20","0.00165277786045694"
"castro","12","0.000620562405059208"
"contreras","13","0.000199899259678738"
"emilio","14","0.000199788626928166"
"falsas","6","0.00236200581977748"
"herrera","12","0.00162068564915027"
"limpiar","4","0.0781245257526028"
"militar","11","0.0168331579084735"
"norte","18","0.00614684755177853"
"álvaro","12","0.000796740027769639"
"ariel","21","1.07213022475881e-05"
"castillo","21","0.000230426506726532"
"conocimiento","10","0.00229508082134073"
"coronado","12","9.22260679030257e-06"
"darío","12","0.000130838119913949"
"decirles","19","0.0706263227175316"
"doña","22","0.000444569524555535"
"jesús","12","0.000513216613149659"
"madres","10","0.191972187007462"
"alejandra","13","0.00165409079991368"
"asiento","19","0.0688161067383686"
"catalina","1","1.39666003528414e-05"
"comparecientes","5","0.37482903269347"
"comunidad","11","0.000309498751144533"
"entero","19","0.103713182223363"
"gente","9","0.0489137322320126"
"humanos","8","0.00397652084537659"
"integral","1","0.00354872598175338"
"mario","22","0.000179848215918543"
"martín","15","0.000731672572750132"
"mauricio","13","5.95685647026955e-05"
"pedir","2","0.100400128964505"
"responsabilidad","6","0.0666954661677449"
"ustedes","19","1"
"versiones","8","0.000546944292527965"
"óscar","5","0.0440462465893415"
"acreditadas","5","0.111914909884931"
"amparo","22","0.00014203547948959"
"bogotá","18","4.24342654166967e-05"
"civiles","17","0.0506610656415423"
"consuelo","22","5.59397680560092e-05"
"código","11","0.00215548105051426"
"diego","12","0.000351187051382833"
"garay","14","5.02010868382193e-06"
"hermanos","10","0.0572038516083641"
"honorables","5","0.0432567279170247"
"internacionales","16","0.0229204052825052"
"maría","22","0.000375191586008513"
"militares","3","0.12691394702366"
"alberto","12","0.000300115235843017"
"arias","21","1.10653496567794e-05"
"ballena","22","1.01305463589591e-05"
"barrientos","15","0.00216486855874171"
"colombiano","2","0.0462811474011029"
"conductas","4","0.0101190257639553"
"daladier","14","1.28601608584911e-06"
"eduardo","13","0.00202962398627533"
"hombres","17","0.0273528305205509"
"infantería","21","4.2525502947062e-05"
"inocente","9","0.0289538409048619"
"internacional","11","0.00233232996234363"
"llevo","20","3.01663820834038e-05"
"ángel","21","0.000240504864426419"
"adinael","21","1.46836509201032e-06"
"albeiro","12","0.000285575340874632"
"alfonso","14","0.000173729271500891"
"andrés","12","7.45450924292996e-05"
"armando","23","4.74534654167351e-05"
"artículo","4","0.000714407802331896"
"asesinadas","17","0.134003983103951"
"asesinados","17","0.0237777899986953"
"bajas","6","0.000331398098710863"
"blanca","22","6.26687218205005e-05"
"cabo","13","0.000555219853784011"
"campesinos","19","0.203821629123919"
"carmen","14","0.000923227782793448"
"caso","18","0.00223955532139289"
"colegas","10","0.0166806627994238"
"cometidos","4","0.0105202105585296"
"constante","16","0.00229908578519806"
"corte","11","0.00215548105051426"
"defensa","24","6.15500816005387e-06"
"digan","19","0.135077990244115"
"días","3","0.104020965026507"
"esposas","10","0.0282634189258686"
"familiares","1","0.152234548636596"
"fernando","12","0.000921912848252211"
"figueroa","7","1.45481407305539e-06"
"francisco","21","0.000274355316771743"
"hermano","15","0.00530353699443375"
"humilde","8","8.75720914289269e-05"
"juan","13","0.00015480690542801"
"judicial","18","0.000339585176771772"
"libreta","11","0.00223374969863021"
"macr","16","0.00506195560617311"
"maldonado","21","0.000348332184955387"
"manuel","13","2.09110056611293e-05"
"navarro","14","3.78306854364178e-05"
"oficial","12","3.80291691873296e-05"
"ortega","21","0.000304967086423007"
"pedirles","19","0.200303699990185"
"presentes","5","0.213111663383707"
"pérez","13","0.000363801479898754"
"quiero","19","0.509454624058319"
"quintero","12","0.00215204721041788"
"sandoval","12","0.00012957177325207"
"señoras","12","0.218759437195948"
"señores","5","0.623326862704895"
"suceder","25","5.42148362961006e-08"
"sé","19","0.203894096982483"
"tenían","17","0.183508239437645"
"administrativa","1","0.0031375082915135"
"aparato","16","0.00410787929271715"
"ascanio","8","0.000165309509225699"
"asesinar","17","0.019729380098852"
"asistentes","5","0.0827150912078299"
"beatriz","12","2.53121289094701e-08"
"bermúdez","7","1.32439344921088e-06"
"cabezas","16","0.000248790837805028"
"calisto","15","2.78964763453532e-05"
"calixto","15","2.78964763453552e-05"
"campesina","9","0.00661161766601491"
"campesino","15","0.00106437236093634"
"carmensa","12","0.0296007789367869"
"catatumbo","26","0.00489761862696968"
"chona","12","0.000391302252402107"
"claro","2","0.032083849899076"
"claudia","15","3.88047627797585e-05"
"combates","3","0.00294684658551339"
"cometí","4","0.0156301844176604"
"compañeras","10","0.0317640855653558"
"compañeros","10","0.0208957374125576"
"dadas","17","0.019729380098852"
"daño","19","0.16134039306016"
"declaraciones","10","0.0166806627994238"
"dejaron","19","0.135077990244115"
"derecho","11","0.000356852913187167"
"documentos","3","0.0173623206180858"
"dolor","19","0.143100048910376"
"esclarecer","8","0.0190467982565019"
"estudiar","8","0.086651113450575"
"eugenia","22","7.63420747920482e-05"
"giraldo","23","8.82818554127651e-07"
"gonzález","13","0.0692292788994761"
"guerrilla","21","6.11872119590029e-06"
"gáz","12","1.24577119004778e-06"
"haga","11","0.00399154987789515"
"hombre","8","8.75720914289279e-05"
"hoyos","12","7.33033999962099e-05"
"ilegítimamente","6","1.94068288908677e-05"
"imputados","4","0.0564361599463016"
"inspecciones","5","0.00462784680350285"
"institución","11","0.00223374969863021"
"jonathan","7","1.82222313917612e-07"
"judiciales","5","0.0342605541816202"
"llamados","3","0.00337276584052021"
"luz","1","0.00215703908219153"
"macrocriminalidad","16","0.00132939187260178"
"manifestar","19","0.0706263227175316"
"martínez","12","0.000723429632722655"
"mostrar","15","0.000878165593986725"
"orlando","7","1.34857423816208e-06"
"personas","17","0.148677253697639"
"registro","1","0.0100278526548375"
"repetir","25","2.97036220297319e-06"
"representantes","5","0.242433083472461"
"éxito","11","0.00223374969863021"
"abogado","23","1.21425886676284e-07"
"abro","27","0.00251382910448689"
