"word","eigen"
"batallón",1
"comandante",0.8596551130166
"información",0.799958216840439
"operaciones",0.765572865345684
"sé",0.729275164853511
"pelotón",0.703721375184781
"inteligencia",0.682324037290569
"recuerdo",0.679724554485959
"pronto",0.634507253026708
"personas",0.633574269778475
"persona",0.618237608760406
"orden",0.610615077424755
"brigada",0.607809574402218
"operación",0.60007419418208
"unidad",0.593404671856013
"soldados",0.591115631553084
"acuerdo",0.570198848867351
"sección",0.566984868254979
"día",0.565034469797363
"coronel",0.556931165298993
