"word","eigen"
"batallón",1
"comandante",0.871115977238523
"operaciones",0.783485314069407
"información",0.745838866925565
"pelotón",0.714561158662839
"sé",0.700447577588842
"recuerdo",0.66456039220286
"inteligencia",0.652875400601571
"pronto",0.619807212598668
"orden",0.611660585920617
"personas",0.601866184854532
"operación",0.596962766871137
"brigada",0.585926149448304
"persona",0.580227218528897
"soldados",0.547645407128104
"unidad",0.547458417348352
"resultados",0.547435435845341
"acuerdo",0.541539629533797
"sección",0.522447694891681
"coronel",0.518449372551148
