"word","eigen"
"batallón",1
"comandante",0.91456651106762
"sé",0.825689754521493
"información",0.799480750141346
"operaciones",0.773320113280011
"brigada",0.752422236084945
"personas",0.738294314022422
"pronto",0.730699817770733
"recuerdo",0.718083596542307
"soldados",0.673603827955559
"orden",0.672791832563691
"persona",0.670599597934926
"pelotón",0.670286081768612
"acuerdo",0.670083045664741
"operación",0.668218485168355
"día",0.63987366197112
"inteligencia",0.63643158824547
"compañía",0.611429894332003
"caso",0.60866516667337
"iba",0.607991394997287
