"word","eigen"
"ustedes",1
"víctimas",0.843371731201957
"señores",0.623326862704894
"quiero",0.509454624058318
"comparecientes",0.37482903269347
"magistrados",0.325975346332519
"frente",0.263374474438089
"representantes",0.242433083472461
"señoras",0.218759437195948
"presentes",0.213111663383707
"sé",0.203894096982483
"campesinos",0.203821629123919
"pedirles",0.200303699990185
"nuevamente",0.200303699990185
"colombia",0.199426400066343
"madres",0.191972187007462
"tenían",0.183508239437645
"familias",0.180501300827375
"perdón",0.17380827543439
"país",0.164279530813083
